Mass,RT,Blank01,Blank02,Blank03,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,QC01,QC02,QC03,QC04,QC05,QC06
436.1268,0.51,,,,13151.18199,16722.16763,,,,42650.79857,19714.46237,,31765.14031,,59291.84301,88688.33409,42923.39938,95616.25974,47364.03879,,,,,,27616.60687,52764.19101,20317.96917,14832.22721,21503.30945,,,22736.62348,,,26831.18876,27021.03148,24121.18776,,26543.78552,26385.47095
318.1571,2.68,,,,31896.30843,58478.08284,37562.55956,36919.01797,37993.60667,,21613.52137,,,,14288.26297,16395.38295,17012.96194,,18352.36986,41021.47326,43375.06784,40664.97589,,,49157.62433,49630.39509,16863.62068,23618.60308,20245.0856,44116.30193,52812.30046,61260.34828,83503.14185,37952.96537,37852.75394,35422.17993,34441.3677,35967.89916,34694.47918,36548.98552
518.1801,4.2,47695.41981,50854.58963,52106.53572,60968.32911,62535.67452,56305.44393,60785.52244,60843.39065,59789.32473,42753.01476,57623.96857,59978.87031,53056.62483,47310.55673,63013.99851,46213.10092,45515.13182,52157.34698,51124.90547,62032.08086,48047.49261,69404.15873,63114.43563,51727.16166,58983.78317,50480.57003,44299.01447,51774.0082,70057.49269,80229.92128,63436.72341,44805.93243,51346.00082,60612.72323,63080.58134,66081.31744,58001.81706,46645.03949,46552.27244
227.0796,2.45,,,,,57479.07514,71182.52386,61961.45392,33528.20392,,,,120627.0686,,,,30290.87086,17446.43643,30201.79417,,,44061.51755,,38014.61286,53484.29879,,,,65492.47048,74425.4279,47987.4244,94453.54811,79679.64375,,,,43248.10781,46674.54532,51264.97781,
468.131,3.55,1340.022386,511.5105839,1089.027581,19170.67826,52530.28587,10876.73138,19104.08428,35125.58437,47499.25527,90265.94763,57744.05079,40275.99554,46093.90574,63949.28676,17429.37881,31865.03055,14588.59537,40011.36299,50364.14838,40866.93751,48114.26977,4138.144983,28116.55897,39359.55206,24234.13664,59449.36925,48333.79681,55316.0973,27424.2136,67509.52823,37690.17045,73418.97627,47439.66532,36990.98783,34743.00832,36541.27962,43149.79483,44400.07851,50890.89657
317.1586,2.01,,,,34191.04163,,46856.72655,45953.89828,48235.98111,,82033.85236,66618.92491,99536.83551,90460.44289,69153.40745,50728.91723,50556.88064,32381.89213,56731.24103,51629.71784,53597.87768,40139.27893,53320.10246,62161.76056,69056.04022,69346.92173,43713.80936,56449.34329,42832.05184,27219.58474,29156.57337,34015.40382,53728.12468,57958.32746,54355.27568,66036.55901,64245.54387,52377.50706,61282.8762,55226.05894
197.1782,4.84,66429.17598,70087.94951,,,100023.7642,74368.35051,81348.48679,94536.52526,,63601.59887,70250.5295,,79574.90399,54490.15789,115989.188,65632.20542,74973.69597,71135.8118,61747.23259,79371.04946,37699.22979,75022.46641,107607.9051,76538.66811,71182.81492,41943.62837,77768.25517,53783.89193,102584.2765,71253.43981,82555.7281,54734.43734,59168.49609,,109072.6303,97127.51543,69066.98702,77261.11267,52870.4183
426.0876,0.45,,,,41136.36599,20736.67753,37991.67211,33171.4014,26137.91717,38689.4449,21899.95725,25852.0294,51109.40224,26631.97503,34279.09329,56171.10478,49376.99277,44619.3452,50656.05462,27734.31899,16485.70539,35363.44794,69860.1002,41741.01268,44014.78723,63133.13705,36090.18713,41310.01822,32411.23849,73955.23711,67607.05849,84476.12357,52275.20775,46519.3509,42123.19945,43867.4651,41927.96387,43918.32369,44015.35858,47724.85588
310.1259,2.45,73669.99174,,,85154.75305,84528.40681,,91409.22012,90131.40355,108101.4113,90962.02663,,89108.61819,,106362.8636,83160.17958,125727.3464,83072.71798,86530.34581,85191.41759,82820.4006,80438.90407,81862.52483,,94393.18919,,94477.95468,92138.06451,95675.33485,118826.9826,,114773.8542,,136041.2911,,100242.1626,104724.5717,100767.9116,,95162.21011
154.0991,4.15,36236.49742,,39460.02775,,,,,,,,,,,,,,,,36797.51347,59713.45069,,,,,,,,,,,,42814.99157,,,,,,,
825.3844,2.59,,,,27856.47632,44445.31722,40460.75839,41739.88048,36538.07037,69670.83673,67255.96349,36552.57309,66614.62381,75632.66884,93282.16687,61727.16681,60272.94265,45720.68386,53745.00156,27210.06153,30765.28582,22513.59729,21483.54636,30733.93952,48534.67844,36949.4574,46548.19452,50128.03718,51025.4655,40433.004,56116.536,55227.90139,105423.8169,52733.97691,54169.43343,53720.95298,47089.10057,48820.38411,44488.30961,48650.4788
1442.166,0.62,,,,,,38131.73824,45951.30895,,,,68789.1162,,,,,55988.54802,,,62017.96712,65182.46126,56385.80817,,,68355.42235,85066.64606,61718.92096,77970.46196,74560.35227,60488.43417,70929.49493,71344.45679,74498.13798,65057.61019,,,,,,
1780.285,3.63,,,,,,,,,47232.72506,65571.49086,,40901.46686,51348.07814,107880.3366,32413.78833,39813.66606,31047.39347,59908.84713,13681.93114,,,,,27981.88305,33667.16686,29790.432,39822.93766,28366.52062,,33213.4392,36227.7364,76347.55729,37275.75796,,,27333.68025,32603.31649,34609.34253,34049.01493
301.1892,2.62,1019.866701,1674.986841,1314.320566,30790.6721,81830.93585,45826.79368,45974.3579,55459.53502,55801.89789,53840.22267,35052.52619,63310.45242,46252.35387,169017.6542,108484.7821,108940.6749,55807.32412,134871.2652,58371.68175,43086.20469,44486.68055,47553.13998,56885.99176,48320.38534,49661.18983,210114.0129,48923.83447,39121.89613,65825.81846,55447.02631,50100.7976,75844.41739,232202.1819,47092.36244,51939.14231,44899.26566,39060.41448,47405.89625,41645.7374
161.0478,2.41,,,,17669.71661,21495.06472,15127.00503,,17137.16298,70942.20015,48620.6702,46127.31654,82285.19078,45714.38826,,80259.36164,28669.24335,52630.77314,63848.0241,15318.99465,,,9572.896347,,,,,,41523.7939,51890.17088,75346.80035,69008.19542,84218.02769,61454.92072,,42212.06574,42943.61615,42539.26846,40304.64586,40788.18973
194.0939,4.7,74200.30789,72464.57538,163050.7533,90178.87274,190192.3969,147805.8613,86365.80008,89024.04994,167199.6362,74520.89951,59343.48902,67126.18605,78744.19384,70780.61609,72093.87866,123710.3449,60738.94968,69713.71585,115071.1774,63780.88632,68338.37086,67336.81886,70132.37876,,70868.95934,68998.29035,65004.67379,,75428.26192,167121.7563,149790.4981,74503.90453,70177.57124,77856.44534,66825.40671,85369.28853,69120.28327,159952.2606,67665.63804
1057.1805,0.66,,,,,,,,18904.47204,90060.75261,86394.67382,,95389.61884,56618.67454,90063.62034,,,39648.89871,69139.29194,,,,55108.4323,,,,,,,,,,,,,,,43594.25853,42133.67787,46067.72839
199.1568,4.09,25442.01562,33870.55062,47101.88432,50068.69263,,42391.57778,52578.54403,,54125.15233,46486.48404,42582.2213,71430.42548,37589.48596,37736.61037,46249.1774,31998.85366,63141.87214,44143.09563,40940.7958,36039.60168,,,33957.82713,66814.77622,38735.38123,68121.5359,,64817.33822,68926.35074,65600.18838,86863.49375,108294.4914,,48829.28411,75604.83786,39700.77485,41532.27875,44047.37087,35858.69176
392.1832,2.66,32818.67812,47418.50082,36866.73052,,30592.10498,,,57211.90404,73933.85855,35031.42064,30355.49268,18586.36112,28632.21683,67416.12464,25101.35204,40555.75048,,23635.9071,,,33877.09514,,26631.05958,41466.15711,29562.07775,38602.97374,28457.59479,38499.3887,83883.76878,26102.96469,55427.11263,38943.04894,50864.69911,25332.8156,26421.25167,29663.97099,32386.76225,,33121.77497
229.0953,2.3,,,,,,,,,,,,,,,,,,,,,67749.49321,102886.9442,,68389.67765,60047.81512,,115065.1669,,,,,,77094.53144,,,,,,
705.4033,2.65,9725.106669,11954.65224,10788.5135,68220.94884,31859.32662,20921.09138,14090.58087,47877.38041,59219.25144,11839.89391,21042.38099,11603.01199,20326.06531,27687.49341,24496.45956,15353.31327,15747.95729,12015.82969,14852.71032,18850.06428,16160.14863,26060.20243,23765.05075,22020.31997,22254.55748,14198.40369,12861.35733,20739.7372,92716.18166,18665.0375,45114.70779,17857.51302,23355.47333,30836.06165,29912.03422,22535.19203,16077.54625,12947.63241,
336.1302,3.03,34079.33056,39469.88846,39466.1313,32929.48518,34602.77605,39891.84016,41351.03953,36113.67584,96533.10452,38337.66709,22975.3915,81170.66756,88525.86317,245557.9581,65708.85036,29503.45901,73708.84259,40912.15209,37579.33557,36077.78376,34366.03324,36427.25929,35754.52167,36290.9833,33737.00268,41649.40758,23239.9726,56097.32059,31496.6709,82104.20168,22125.71308,182804.7173,27047.21545,74638.27278,116168.6795,19655.70465,57755.52204,20886.15708,105813.7942
1278.2192,1.09,,,,45881.83316,61328.58922,49145.05061,54127.684,55174.95741,66814.69779,70663.25859,68411.41333,65994.0644,67860.22878,73159.31588,67606.03948,71127.65859,64619.19842,70551.42114,62149.4986,55777.30901,62042.93212,31940.79535,62803.15148,64430.80507,67124.72721,64593.99365,63991.66788,66321.12315,62014.27349,68744.508,69262.1971,73027.67231,67724.29122,61180.52046,62375.68144,65666.67723,65239.27076,64994.12108,67528.42392
475.9319,0.51,,,,56996.24178,54753.44987,54415.18194,57796.37161,42348.24148,55601.25381,62588.14168,65013.23824,58659.38827,48259.3771,60399.39612,58266.71836,66848.76106,63306.15179,68649.55122,71700.05963,82151.97493,69601.61436,86951.33655,68110.36075,59597.7238,65469.92525,70934.33448,72558.09965,69655.44085,48826.28094,57921.2,63836.05612,64325.84102,60304.05868,52198.13603,49023.53049,62423.99295,67084.41478,64573.65067,68425.54656
489.176,3.09,,,,,44056.49603,27794.86578,,,37872.13572,16961.39581,,81785.55181,,25104.61506,,,,23375.11781,28186.44518,29870.95472,27546.4832,29736.99739,31148.6788,,,,25913.23834,,,,,59131.13177,,,,26762.9305,29040.1479,33927.56651,26117.99568
483.1297,3.91,,,,,,,,,13278.23953,,,22948.13429,31393.4405,77470.83085,23605.37289,26763.97067,20707.75002,33069.42703,,,,,,,,,16533.99946,,,,,18298.68413,,13658.61419,13788.6794,12307.13299,11258.088,10681.08132,11844.99433
273.0507,3.32,,,,,,,,,54911.92935,51460.98139,60262.19586,85131.81612,59128.70296,13592.18082,,,18978.43728,,,,,,,,,47737.84237,70919.46306,63213.34178,,,,,41299.12574,,,,,27446.91226,
313.0841,1.25,,11874.83352,,,25080.78929,,,11441.82981,24747.4323,25757.26844,,33139.54777,22432.45608,35062.70889,19392.42381,27337.06078,,35654.53473,26134.05298,,22889.16676,,28451.83114,30006.56655,19837.76328,22201.40464,28376.34755,,32468.90576,44520.20508,50482.2347,73040.87753,43458.68211,24684.85308,25557.9679,26296.00845,,26021.93055,25454.97104
358.1527,3.17,,,,,39592.56655,,35266.5479,,40530.68676,,,82163.07278,44412.62453,,14358.60345,,,,,,13306.39341,,11614.99744,33179.0278,,26366.80298,,,,13975.43926,,45455.15802,,,26257.4573,24023.84683,25955.28678,29597.62659,25463.35195
299.1132,0.63,,,,29888.33132,31918.03301,,,,,88607.64535,87308.62516,76180.29234,98744.31762,,35606.87405,,24649.98894,,,,,34286.04395,,,,,,34633.85814,,54042.98164,,,,33741.09299,,,,46506.46172,
467.136,3,,,,,,,39350.21331,,,,,88001.18143,,,,,,,,,,,,,,,,29417.10006,48023.12368,,63094.00603,58781.29578,,,33539.40742,,,,
236.0795,1.62,,9302.636762,,,,,12876.33457,12029.2667,20969.7399,,,,,32241.24268,32145.37372,,17672.53534,,,,,,,,,,,21552.62924,,,,,,,25565.58648,26473.96103,,,
345.1168,0.7,,,,52287.66867,46340.31893,43758.75667,31304.13404,10587.02758,49425.12291,62775.01977,56465.45471,72897.18617,64725.703,22948.19228,,17332.01372,16400.51691,25995.72292,73923.65509,25901.19059,48029.04905,111128.9203,80932.97453,42604.57062,43427.27447,36705.51783,52751.18458,32946.77322,16933.70012,17729.46418,24324.22358,33346.25496,,38121.02219,36632.02602,33250.09324,34836.65011,39118.14934,36682.93646
448.1946,4.31,92336.30615,96163.80412,93629.34221,63172.71879,70412.77102,,66526.34493,69213.61916,,,,64886.88056,63386.91235,,,66860.12424,70615.59862,75278.06069,70885.56105,62506.60488,70235.35088,,65644.4681,78004.91636,,69630.57543,77976.39072,68924.60386,69060.34016,70421.96615,59911.97388,64544.04231,68480.31875,,64600.13202,68660.14868,78606.77378,82673.69075,81983.12896
345.1899,2.79,,,,47494.56799,63913.61178,35727.18896,34825.03562,35988.32081,30919.01146,47111.88229,16529.29758,31682.65492,38776.5491,56916.22235,23632.08812,28794.74148,29290.87222,44581.39556,51492.55725,36072.83695,22505.24745,,41707.28763,66694.91484,83130.017,37326.78323,46075.43952,26570.70895,,21842.81241,24865.79014,61543.41073,23881.24917,31939.31008,31904.50312,32845.16982,32781.99017,38405.93009,33001.0939
226.0731,2.07,,,,34051.76671,55787.00781,36040.88176,39699.44789,42663.71708,62232.06926,68661.11827,70093.316,76961.73619,84642.61603,47058.88938,58476.85255,38058.7113,,56393.59461,48250.44937,38717.50501,44825.66782,,66798.64554,63477.91464,62079.36365,31105.19264,44971.28091,,,68135.68573,,72887.48669,62547.78561,54200.16335,52895.91272,56056.18042,,53039.11112,49646.00085
267.1815,4.47,,,,,,69478.01719,75762.59791,,63319.38996,,60549.21079,,,,,57703.98286,47214.09135,,73889.87874,,60021.51642,,,82231.02928,,67924.01908,69975.83217,68330.27403,86991.27799,,,,,,,,,59045.81889,66569.63564
334.0561,0.47,,,,36277.87572,,47696.878,58423.89842,,,29611.96445,,,,57444.64675,,,,,33367.33565,,64960.87334,50769.13599,26446.33387,,,,31870.44032,,53909.31813,82349.92993,37122.49222,49691.93601,,41989.0212,,44637.46129,41623.95412,,40254.63675
241.1062,1.07,,,,63456.03668,84489.35769,68206.88104,72470.52167,75082.86741,,57170.608,63576.36846,78222.34998,67010.65414,49786.22891,55744.094,53590.57817,24036.046,40275.25971,75172.29294,57849.21565,64172.97842,70930.91544,77625.42807,64710.5033,56514.55431,58872.11963,68352.6485,54276.77519,36779.92531,34634.94119,35025.91882,33970.6554,30253.71053,,58460.55803,58335.82503,55972.49975,58089.77139,57351.11037
303.142,2.14,,,,,98777.92439,65917.70475,,,,,,97312.24028,105374.9763,,,,,63085.39352,90193.02348,,,,90268.99139,75760.99487,73530.77694,,69151.63627,,,,,,,66197.36258,70115.09711,,79606.12742,,76357.12075
275.0475,3.04,,,,,,,,,54566.51625,48642.90485,62942.56787,80773.09162,56049.12289,,24362.9798,,,,,,,,,,,46774.63819,80459.89672,63033.39505,,33567.60001,,47772.61649,34864.29317,25891.58326,,27352.0688,29039.71679,26686.13663,27883.38331
463.1237,1.76,,,,,,25314.24837,,,19736.05077,16777.22313,,19656.85286,29323.46824,76275.68038,,,32641.67393,14187.96855,,,,,,20912.82997,22019.90405,14011.13746,,,,,14658.48205,14256.35638,,,,,,,13852.56152
204.9805,0.58,,,,41019.71758,58318.54618,37659.78929,45636.22451,41090.22807,49757.49347,37949.07041,45746.99219,47640.37504,42084.74095,15122.87542,,24206.43222,,31108.60913,39403.60534,44213.54036,,58321.85199,63229.13794,50923.25494,,25842.40961,27286.46827,23618.45862,78583.04877,56106.16544,44849.42549,26649.37105,38247.77454,59493.47321,58745.88887,64397.60256,51329.84284,44129.83423,37349.63922
162.1044,4.53,50232.15896,31494.00919,24874.85202,47875.87419,63478.11923,79668.1885,57288.5953,83424.45756,78044.09059,77964.14534,64087.82868,34278.70175,65840.10421,48974.72439,43492.54593,69228.90824,70278.96647,66225.42637,45192.50998,54395.24195,69209.17201,36062.80892,36584.05262,59606.98941,32334.29915,47801.77078,62167.08808,79168.58848,39284.29874,83665.67028,46191.84089,70752.69281,40909.68414,,23279.03505,,25304.79661,,22501.80368
208.0475,4.55,,,,35214.94404,,24418.4928,,,55225.8507,16265.15394,,91437.16502,,,58373.53227,53395.29487,,39420.37853,,39913.38623,24046.94891,,,,,62137.81106,26594.3751,,66223.30283,60574.10054,,,49406.14149,,,54159.0087,,,
464.1418,0.65,,,,53344.70253,40731.38312,58505.42904,56058.56445,,33669.73989,51879.16576,71220.87466,43337.70316,43707.9813,25531.48641,21724.01659,65972.07868,52465.53395,50087.15471,63835.75656,73026.93815,67717.87638,49519.13299,25623.823,56108.30359,64574.59924,75241.54766,76811.45253,73204.53927,69617.71291,87514.11543,62512.02184,53303.47264,57058.98721,51359.81006,53660.69512,59410.85783,53718.4645,54781.61509,49133.95871
203.1297,2.56,,,,16149.73409,,,,,77998.62168,67677.08291,52630.6827,81330.57339,90415.61525,63833.04134,53600.04802,38471.71237,41404.25734,45440.3826,,,,,,,,45016.27886,52818.36186,48666.33215,44647.00568,45265.48299,49189.28061,69723.72575,,37580.22431,41615.43404,39144.47556,,33463.16327,
246.121,2.02,,,,67121.56688,88971.58228,80427.42311,94341.67069,80957.70813,116263.0696,132379.4853,112427.4609,140973.4569,135982.2338,94821.58327,73466.54215,73812.53051,,84338.48657,107965.0361,84340.01601,100380.1491,61321.18606,113221.2591,101674.4249,107546.4471,91600.42745,105545.621,,58344.52101,72863.12648,67659.3993,103900.9182,67877.73338,88626.77042,90522.36751,98786.56436,102744.3273,104831.8821,98747.83082
223.0842,2.21,,,,,17562.60498,,,14931.57826,31475.7482,,,34007.02334,31889.46554,,,,,47025.1909,,,,,,,,,18562.3542,,45237.93166,,,,,29151.97141,33437.12812,,,,
541.2631,2.37,,,,35362.90022,71272.33833,47114.07183,54048.96098,48892.18146,43920.62636,51810.98499,59552.70277,69322.62683,70092.59958,17600.95498,14841.90368,,10999.6582,16176.64959,58045.71197,45757.01054,54345.03677,44657.94705,58121.62122,49547.72124,45860.47789,28534.41343,37968.64652,32998.61274,13249.77238,13674.68794,14293.73949,21090.98451,13875.61856,35705.98762,39306.52896,38598.25216,38955.29807,43844.44409,39880.10476
447.2033,1.04,,,,9673.500054,29408.79802,12349.07139,,9457.778652,37853.52562,69866.37283,46895.78592,47009.60004,73997.39128,9989.631544,,,,14904.10346,26936.03605,19316.56385,24826.3592,,54414.84796,38442.25289,29365.57142,,,,,17310.44347,,29307.67485,16244.67632,,15419.12545,22119.56354,20232.58192,23876.88646,21765.04933
165.0807,3.18,,,,,24558.22497,,,23953.05838,,35799.78243,25880.04824,64186.75631,44685.65829,,48376.76564,33507.64735,,45166.12529,,,23058.6434,22919.89555,,,,57153.38866,,33260.05378,62868.99921,87559.38291,96893.51388,102366.0714,114928.3988,,,,41822.13504,42329.33938,49652.75622
145.11,1.98,,,,27830.08961,47523.23348,24253.53936,36632.41162,53138.16922,41914.71094,29206.49854,25809.83324,26417.30853,51670.23742,116472.7157,,19238.54113,23784.47554,36221.48094,18632.5474,10498.03284,25217.24286,46680.02581,27987.36165,67949.8222,52993.7797,15775.27303,18717.52302,36453.02626,70407.82972,86542.36106,61878.43354,85482.81539,74430.362,32748.52899,38442.28822,36737.00227,39766.45506,36254.68246,34883.69015
542.1692,1.69,,,,9134.440346,30892.95436,,,,35133.06559,45114.20096,9324.58201,28490.95212,72650.61815,,,14329.36572,15006.28418,22107.27515,13583.63749,,7570.85898,,38636.87868,27792.13006,18270.07962,,,,,,,,14641.26013,16435.60828,16338.71135,14585.05815,20979.72603,18269.78758,22019.97902
145.0744,1.55,,,,,,,,,,,38575.76985,,66266.47754,,95093.0261,72092.92205,116603.9147,96342.87619,,24266.71468,,,51986.78604,,,,,,,,,,98701.29811,,,,,,
706.0241,1.48,,,,,17774.60144,,,,107694.1231,97165.92803,48739.9009,44834.09891,51048.19205,28862.74979,27422.80035,,14369.30451,29331.58472,,,,,,37102.59453,28116.37658,30796.47124,,19495.27276,,,,16989.10251,,20709.24053,,23879.62757,27138.70963,27639.54659,30173.53422
1803.9789,4.24,,,,,14259.53436,,11578.19225,,43291.8657,49192.00898,30808.2104,,41589.71957,91070.88908,43444.95617,40307.15604,24134.15842,50425.18063,,13742.41852,11163.21607,,,25826.94458,43036.96066,26954.39664,37034.45432,26609.87451,24980.55194,35091.02682,38851.65902,54223.83518,33994.4323,26698.05752,27086.15896,28305.72569,31989.16976,24933.38359,31119.79633
452.1659,4.84,,,,8521.729387,,,,,27446.08783,,27784.09363,28745.06132,42235.02304,73784.14395,32952.56955,46139.16888,28645.12445,59951.77564,,,,,,,,,,,,,,,,15343.37624,,11695.99035,,18727.3123,16219.29513
541.061,0.48,,,,38023.98919,13887.59494,28381.56631,37287.31947,25673.51257,,17640.84561,34823.6789,23935.63337,13826.36763,25447.25798,30943.31702,52869.50643,55221.50121,40937.27523,60280.78384,41400.90751,59297.96054,55158.39236,,41491.40158,63519.64281,63190.86059,48945.48121,64062.16585,76014.69715,76140.73118,61957.66269,47112.22399,75744.43255,43920.31551,43928.17821,35988.52093,52147.33296,40130.80474,55256.60345
372.0741,1.01,,,,25774.79691,49590.75753,32418.36691,38737.91384,40731.60758,76597.56713,64710.61832,47774.97578,83903.74648,83419.567,,,,,25451.12164,,25444.16766,23003.48694,19009.24518,52835.38411,,30974.73005,29688.31248,35074.66046,37546.26603,,7654.046886,,,,34393.05622,33196.26827,,32435.08554,35975.85169,36671.60931
232.109,0.48,25513.60045,,,,79724.31962,84698.85605,,56356.58959,78228.57165,82813.41655,115039.2103,107088.7998,89594.06988,76633.58266,78076.01542,83208.15674,62232.8772,76391.51404,70643.48135,68134.21178,72054.26655,66897.52202,,94684.93241,80604.23313,81361.69244,76525.73201,73975.98869,99062.81282,105291.9152,,81267.33734,59258.60563,76749.25276,74126.75148,80851.87671,80372.2135,85285.72389,85112.79294
158.0576,3.14,,,,73615.81866,76005.9324,,,,72199.74312,59422.80196,,72570.72608,,,,,,,79686.4229,,75085.65538,75990.55516,89842.5736,82867.8759,78356.4957,,58231.59901,,,72071.43408,,60691.20246,80987.99255,,,,,,
204.0345,1.8,2526.296562,2607.658419,2960.469048,2713.590936,3663.784776,4587.547378,4745.018926,4474.545784,59762.14934,12783.20554,18535.71866,25201.53278,10964.66417,81261.88484,71689.96564,192168.6499,137705.1399,128722.8123,4274.875616,2191.945455,4409.322509,8759.00392,5999.592343,6447.686177,4775.05018,22753.28616,15593.59336,23207.70135,54216.0644,144844.9099,70042.66051,225917.5087,65832.88586,110324.0221,102345.122,116532.8141,116020.1908,114948.4618,121425.6475
290.1644,1.86,,,,31960.25661,60811.86898,30173.01098,31113.54689,32647.70469,69049.64248,41190.62022,48797.38899,56464.15031,,30393.37121,,26453.3556,21672.57447,31481.77147,45589.57958,61986.35078,42033.69004,55031.83701,74975.26736,41955.84699,52112.47647,37044.81543,45914.41835,49162.26177,66125.20254,49218.62479,51210.34206,41179.50127,37409.74156,80427.87779,78872.52121,51118.69398,40064.68278,36236.89887,34215.28282
191.9677,0.58,,42907.49566,64161.78079,,17415.26546,,,12245.95362,,,15707.15856,13749.64789,,,,10281.06224,19657.56447,16367.63107,,12587.98926,18257.55981,,,,11275.03641,,19148.28135,13850.52159,,,,11371.14111,8102.703132,,16995.70899,,16976.33733,15473.44988,17994.69743
571.2862,3.1,,,,21922.73633,,21954.56994,,,,,24524.60199,,,50233.06895,25464.76911,,24572.62718,,24376.22439,18352.46845,,,,40438.38182,49011.46503,,56447.4129,39872.4685,,,39975.53807,,,27622.57819,,,29157.49385,,29662.2874
597.027,0.47,,,,36359.48098,,,43365.45857,,35161.25372,45568.85641,54485.31207,47815.10807,,48073.00663,55639.47006,64639.24538,,60299.13092,59466.66137,55501.43286,61759.35231,52824.20284,,65642.2374,61817.2104,58735.62126,69579.88823,69487.24503,94803.51486,88816.29717,84258.20647,78617.53865,71945.67981,62926.98917,65071.11729,48122.55216,47974.23711,45003.14018,50824.43138
486.1091,0.55,838.0945105,882.9930594,411.368958,53813.03347,248115.1255,38148.65527,48383.20011,38596.56322,500730.8312,392164.6971,44591.07718,405801.0957,845196.2641,679486.6288,716242.6634,424278.494,615989.5751,475020.5426,34963.03803,35537.66628,64226.22571,28662.23688,68148.60432,330457.8603,514198.9137,57504.4765,53537.98643,71336.52414,34836.7196,24322.12461,76337.37728,56461.13944,78102.56162,270085.6831,276154.0047,280322.0282,285883.0881,301017.4556,289592.0701
629.0637,0.43,,,,58041.79383,75861.68191,,56001.21039,53116.56557,78672.10072,82191.30924,71619.99631,79659.91908,79171.9005,81691.08455,65201.03964,71382.04683,54590.95859,76247.23637,82103.10266,65719.41776,69002.3445,86925.03362,78948.40977,102965.0012,73171.84546,69594.69184,70839.26889,64442.38931,63307.10228,73427.98679,65727.49662,87246.31396,129502.8547,76895.96742,72401.36743,72438.65643,76280.11465,78673.23094,76928.32699
455.1865,3.73,,,,,,,,,50232.63649,92117.76974,37009.58497,57887.99497,63352.61463,,,,,,,,,,,,,,,,,,,,22179.88529,,,19131.22841,,18424.35488,
393.8673,0.34,,,,50474.80046,36021.26556,26972.12852,41368.86142,28306.19809,44557.47255,45251.37314,55608.66626,45761.50308,48859.06179,62273.65545,52558.82303,52675.89449,44228.38195,60064.77463,48014.66762,39459.79055,49212.83185,64102.06735,49224.37409,76097.9512,49377.25993,51175.27125,50730.82973,44844.13278,46752.85203,58166.58436,47640.05618,61703.58838,76513.89361,51303.62968,54195.34775,49825.95885,51627.52181,51772.09671,57150.92843
454.2173,4.82,,,,41127.29955,29613.32124,26009.29443,,,,,,,27627.93619,27108.73372,31131.7268,,35856.73829,21300.15883,47086.22284,,28532.82004,,69061.42086,,,,,41363.20306,,,72435.7736,,24308.37425,,36300.21485,38259.88973,,27116.1168,
275.0834,1.67,,,,,,30875.61214,37231.29435,41171.03721,64796.17449,60894.62763,58064.93696,67627.61442,78017.5607,38904.38647,49125.3063,25899.05977,27499.343,38811.92539,28119.49209,26313.17298,,,40640.38593,,,21288.16597,,28012.18497,43389.15727,,67865.07812,,48648.3277,49414.30002,45450.04577,47174.3334,43850.17799,41869.64364,41586.85723
353.0706,1.8,,,,35515.19573,28556.42085,25920.77639,,24322.58673,26622.96381,49297.76504,36714.59753,77497.57,73694.78794,,31295.34023,28587.34701,27728.76796,37569.11544,42816.61773,24220.11423,,164384.418,67483.97435,47332.73311,42443.48853,27414.64828,36104.44925,,46415.28578,41003.81962,53838.05731,51794.35214,36775.78599,42196.28304,42342.00497,39142.6022,45829.7815,46539.84289,46945.75112
609.0039,0.72,,,,36966.1744,61039.18157,38923.74609,41250.12085,27044.51813,38043.95619,45302.09433,42406.86734,42615.09785,47175.20243,56135.61792,30671.81974,60142.37387,,55601.94178,64712.40348,60872.40015,45724.10316,40538.47356,50702.4365,62511.19775,76527.45116,48653.21726,58994.76486,57970.28926,38888.11287,67203.90573,49639.8093,78283.14325,47955.04199,39337.02676,41211.54909,54370.81902,58632.01593,64836.63421,53526.61397
402.1348,2.94,,,,,,,,26154.26382,65359.08642,71366.96287,64784.91433,95552.41265,81620.71538,,45246.76279,,21873.25377,53613.63068,,,,,,,,36005.14176,53577.61209,38588.05343,43103.15241,39950.20521,,72195.8655,49561.04998,42889.14406,47696.10287,40384.75423,41572.36433,,
231.0188,1.04,,,,76597.82497,60364.35304,52791.90813,77874.42601,43549.0468,77882.57015,110273.8872,91806.71358,65422.88793,104404.1708,47961.7732,44218.16612,35261.19859,60897.58678,51186.14204,95532.9034,58995.79811,94689.58149,88142.72399,115001.678,107738.2108,89478.86842,67629.61289,60603.33648,62527.68565,59182.96935,80162.2448,92024.42055,85720.1146,83198.20869,64633.86872,70488.53986,59344.60476,85591.48066,89059.95196,89292.65135
303.8857,0.33,,,,51834.56846,,69627.78773,59890.25087,49767.95511,45189.77087,38364.41051,37884.71353,,37877.29729,41780.5052,,46858.81545,40360.24358,,42708.58507,48709.59031,47364.58633,44758.02349,44922.73943,44674.73835,47652.31049,48815.33536,48742.47942,62802.04106,70796.05832,49949.74149,71771.04259,60730.781,40796.0546,42710.31976,,,,,
