mass_Rt,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,QC01,QC02,QC03,QC04,QC05,QC06
335.1655_3.99,,,,,,213355.9423,325908.1658,,372005.3516,377234.9914,579309.3317,196280.2832,250858.0717,,327657.2204,,,,,,,,,254766.1991,108533.5316,,93096.9994,148177.8047,351496.2551,,163763.5147,160049.3033,155128.5478,154179.0363,154850.9758,155060.2404
555.1295_0.93,280590.9187,420791.0535,218437.5183,295231.1663,280469.7432,557106.6131,679159.064,543048.643,687747.5772,650246.5699,559336.0646,495560.4633,534889.3622,361825.956,594760.3823,396243.1241,281555.0992,392441.4625,118433.7067,338764.827,480179.3232,460200.5571,354849.3296,442901.6092,352131.866,306096.7877,431254.2484,420350.4779,788618.581,468203.2849,411720.6394,407884.9669,396524.878,421640.8614,440235.8743,475133.7489
161.0687_0.51,589913.3711,1915865.488,909088.6864,687465.854,523451.613,2485242.894,2665511.588,2465909.772,1918274.796,1236207.465,1146406.02,1191889.296,2117422.082,2284679.761,2041117.742,1876716.406,2039894.317,1212704.902,752014.4816,894128.8057,987326.863,1949545.533,176660.7287,1834332.928,1609170.988,702086.8916,800995.638,660880.1967,968742.0714,677695.5677,1818028.079,1845984.702,1735605.779,1805679.781,1829257.534,1875358.334
398.1372_0.42,301128.928,375979.5576,285721.4724,250226.1618,177632.4146,448613.8506,345855.9034,396904.5151,380639.7234,400333.6778,406239.5591,427835.4253,332135.8736,387161.6311,412159.3654,235165.654,252724.1762,229538.5502,183263.9679,283081.8576,300040.0503,388474.55,281049.2677,277091.4251,322668.9769,544460.0049,468053.6726,583263.1382,428419.4237,267973.8719,478961.2512,467410.5283,357853.9585,329900.1338,299622.1893,300039.1036
76.0309_1.59,313681.3152,448608.3577,365605.6887,383703.3307,368662.3623,503843.4626,662741.7023,513032.6727,582581.9703,626656.4972,379746.4045,362438.2505,294345.8629,259519.4826,392755.8712,423735.3697,349458.4882,421844.3031,347908.8186,490475.3919,527929.0497,482870.4393,343786.2359,372751.2773,346398.1013,322521.4569,470893.3747,438395.8325,519847.4291,447261.6814,391989.8897,389119.115,430982.5577,454878.5267,474549.2651,464086.9565
542.1244_0.45,156153.2252,218458.4259,200775.7858,178623.2424,142734.9556,537305.0571,378410.7742,382052.6288,363785.808,402406.216,288131.1951,199489.27,190627.5719,139026.5513,232795.405,135413.9403,90886.31057,54744.90416,118608.1278,334364.0685,136978.4194,200218.4331,177934.6842,185955.0647,189000.4383,98829.83103,162809.1391,144023.1405,187440.6073,80859.37897,236490.2786,236729.6572,220967.0944,211154.5524,212901.3069,217309.4642
204.0221_0.58,405820.2846,544377.0164,477284.0663,572653.3291,443577.0285,464330.5674,607050.794,488048.1102,580556.0292,555879.4933,305530.7504,584161.7197,419805.4275,600340.7369,448997.974,543096.082,439875.0378,538925.8385,519707.7083,566964.6081,652524.392,495770.2602,413497.6713,429728.774,362749.3356,593189.0954,576212.7008,491984.1507,451400.3573,488031.4336,476723.4624,468889.7443,606053.1902,649108.161,656772.7874,529236.0337
574.1093_2.73,,,,,,578942.1561,545508.9195,568000.2703,704233.5578,619741.723,109980.3905,346359.5833,152279.0481,212118.7941,337731.8013,,,,,,,,430750.0855,584323.8559,546642.8424,346540.9424,396077.7926,494515.1475,424765.0036,402191.7458,258324.6986,262138.6659,330598.6425,305636.8936,296274.1501,298875.5701
244.1418_1.55,308086.1139,479805.3369,301645.546,367655.6233,301667.5628,339292.4285,400495.0998,426143.6655,554257.9893,460532.1266,195429.1981,197215.6194,221344.0827,116451.3809,229984.2827,512425.1879,290938.0937,368404.7022,393830.3049,368285.2847,503381.5678,451232.356,251825.9206,382007.6151,273573.7682,147579.5906,211563.8,183254.209,285381.4415,187524.2163,321503.9097,296673.3955,344763.1094,341291.2313,359998.3609,347530.6836
76.0314_2.41,88150.49343,119015.3173,76966.57543,112600.5604,115169.9279,554639.235,374482.968,364810.3081,602375.8238,369861.9882,266377.8708,563213.9536,209783.0127,372982.8417,440374.482,8898.544915,,11905.49818,13485.86156,22917.38394,27110.52577,18162.87612,191657.6131,211661.6921,282900.7543,371411.8802,537165.3884,511070.4666,651062.8306,460289.6408,288614.3521,301939.6646,294121.8276,285627.9685,289426.4804,292241.9423
285.1937_3.54,87803.42123,133058.1079,113697.441,94206.0733,74586.05491,51786.54028,73369.76709,137059.5374,98702.22245,154009.7969,65699.47966,64876.57598,103913.8823,69200.71998,122782.5774,2915417.449,2613017.407,3256404.802,3201317.99,2477843.009,3134130.496,210109.0454,1816392.746,3106296.441,2179738.721,2782333.62,4638667.026,3919158.472,6776746.703,3168271.147,571865.7681,585324.6636,524250.615,176692.6216,535432.3018,562530.2626
294.1214_2.49,359646.0095,523792.2783,339871.1463,304880.6705,311115.3614,444354.5999,542291.2583,423113.1011,568473.5634,553109.8052,222539.6766,214093.5519,194100.589,150163.1665,249414.8785,491393.8859,363828.0153,476013.6895,262301.4125,503466.2159,447937.1181,368302.8113,258823.2133,368256.1562,224088.9517,173630.5661,335230.9904,230988.6701,421630.8911,316944.4818,344505.4693,341846.2236,345568.8282,378067.9069,391379.4773,388779.0222
486.1086_0.55,98871.05232,167341.6827,64455.72952,26666.56529,43999.03982,344621.0458,271156.1785,48252.56919,285866.8385,582758.6201,445942.2734,451301.8197,275358.1602,402016.8354,312287.5733,64398.30981,70979.15689,38460.32278,38029.62014,140461.3579,224937.6314,332523.929,129844.2406,102931.8696,125681.5223,79783.9912,32955.08985,142590.2804,125880.994,124937.6095,188945.5764,190199.4234,202837.3111,209590.0185,226955.2244,191681.6841
283.1264_0.79,,,,,,,,,,,,,,,,,,,,,,,,,,89229.90449,576361.1789,464825.2142,175363.0829,147800.5668,118156.7464,117769.15,117102.5021,108932.258,109571.9015,101262.591
124.0079_3.94,,,,,,325637.3249,308769.6476,202054.8539,517713.6525,231292.2927,301181.0438,354283.7648,118740.9203,279290.5265,288352.7067,,,,,,,,482029.7439,408726.3953,295641.8716,193964.7906,305791.9349,232640.3592,581651.3839,255457.9575,181266.2849,185672.8672,191317.8943,198861.6614,203808.9922,208164.4811
191.1154_0.41,,39198.38803,,24050.05556,27752.68886,,,,11815.05428,,437731.3989,159766.8048,174234.3331,133903.6136,545782.1495,81062.23224,172017.2067,112219.4267,48501.04421,34324.80676,225897.149,144546.2808,27183.86953,,376430.1924,386870.566,576797.0043,565739.8291,640996.3807,,220020.1698,220748.5343,207526.83,213816.8713,213333.0172,224339.2784
278.1179_1.93,338960.3011,488900.9137,308458.5872,384845.9539,308436.0806,384831.5519,485723.4843,480925.1549,624608.8673,565246.9544,122676.8528,243107.5731,256035.762,68342.24573,271831.0943,590526.8996,325831.9266,416236.9958,380965.2614,380528.5994,534441.8117,519215.1547,302465.2563,453020.1148,319096.137,88933.16984,279663.0065,120995.7853,195373.4025,277989.1859,336342.1094,340173.5995,367639.3966,386200.0124,400693.6993,399881.4614
157.0274_1.86,,147459.882,,133480.77,119824.3604,197263.4563,274595.8215,184681.6516,249780.4784,218990.6548,170545.5356,124588.8667,139986.0419,,160540.1186,287146.9246,199835.438,246310.3396,223934.3967,240745.2823,206519.1141,248170.7934,236419.4195,303419.0287,245764.0599,136374.6979,200458.0725,168965.8323,268779.7882,203395.6706,138731.8854,139878.3145,191282.9512,221816.6146,230486.2601,234320.5157
323.0858_2.19,122354.9706,311928.9866,124402.1457,221875.5959,164782.1674,372137.6763,241382.2613,257695.8859,425694.9626,272218.8353,226268.9209,189578.8032,211029.0292,159419.143,277306.7624,241560.6837,204023.5863,179269.0871,152289.5854,261005.9238,302590.4032,243587.8823,201189.2861,228922.9277,288308.5539,427096.0554,367020.8699,487030.7265,524979.0555,385455.5295,296879.4201,295013.6779,278873.5031,272053.1017,271273.1741,268200.5061
710.1202_0.67,307625.6136,687164.6628,272619.372,,,,1123354.857,,,802679.8595,,510322.414,701770.5054,,,552484.8506,,397076.7068,619241.7948,,,,653324.4848,,,,,,,,714044.1781,718739.3614,648890.5755,636858.9722,630984.5235,666509.4127
273.0504_3.04,,,,,,322608.7628,297446.3828,395430.0937,544343.2291,350802.0165,52960.64513,173887.0365,65574.23131,73697.83795,131057.4637,,,,,,,,288413.6963,505292.9332,391279.3263,225314.6944,214335.5469,252035.9771,297956.6661,229772.5004,168976.9475,170729.1333,169412.3091,164888.5777,163253.6392,170553.3892
295.1249_3.0,,,,,,360692.2087,258768.6828,,448460.8168,555095.1226,547314.1801,268250.849,306132.133,230357.6769,298183.6442,,,,,,,,173131.711,226500.3324,151427.9497,213205.1653,299811.5031,353476.5867,374519.5006,286281.6681,199929.156,200544.525,191679.0791,187484.2634,188246.7439,192900.7744
206.0506_4.15,,,,,,79216.1892,68048.80484,45475.73118,118894.2253,59119.40011,493513.7062,208634.5803,130898.9875,186469.483,221808.8111,,,,,,,,104422.3132,90754.28712,76606.68755,186541.7877,277121.2062,206987.7216,428055.8305,188508.1905,111142.4708,114558.5925,106463.9381,97007.80486,173980.6309,103966.1419
258.0869_0.76,364854.9786,457413.328,341666.9963,389783.2654,218564.8614,507658.2372,517645.7336,507472.8523,538646.1323,520301.7914,538139.605,399485.3574,403883.5519,428255.6827,515863.4016,406948.9937,429085.5929,347777.9503,377074.0981,529994.3882,377356.917,388107.6864,318154.093,320000.605,309782.2878,264465.5389,265681.1987,309625.139,398973.5494,333048.1461,449725.9006,456881.0597,410326.9518,392654.3569,387423.1555,395218.7588
206.0501_3.77,,,,,,88562.00947,117846.9973,73679.18087,122975.3599,51495.80345,495439.964,249915.4701,89964.16066,148732.416,106520.0454,,,,,,,,105582.3098,62223.01947,62583.42368,60893.72485,89055.0006,64426.25266,212078.5279,51989.65511,74045.33767,74489.78401,71758.83164,70891.25639,74937.54754,66552.73811
400.9823_0.61,409374.6457,278557.5426,352449.7034,416397.6984,209263.5604,,366536.6143,452494.7273,254899.6599,292810.9231,214617.6198,309274.3983,454300.3406,338105.0195,329080.0792,485502.0886,484309.4732,508662.3479,315999.5235,185787.2634,472540.4423,472800.6824,486202.6923,547985.1225,518720.8594,371332.6672,445499.5469,439407.6694,456696.8048,480253.2261,279350.7637,300979.3832,346441.4612,361372.9055,388326.6111,413390.0476
355.1351_3.99,,,,,,159399.8736,269831.1213,109583.3836,281667.3401,284879.5002,463446.0929,146070.1092,194357.3182,111688.8523,255679.6639,,,,,,,,115874.9474,199399.0297,81381.85624,61823.02635,71752.5742,111882.3439,272885.146,105475.385,109675.3091,114968.9429,114610.3369,118595.9158,122652.9054,123324.1246
444.1307_2.21,,122818.1751,157645.3096,239231.8321,65059.23677,138782.6465,65222.78095,78860.55545,462037.6295,136403.7008,78636.30036,36158.41692,56288.44484,,58867.57665,81306.63285,285250.2417,247863.6149,128959.6077,76948.46428,141853.8318,135514.7979,91958.50544,86273.88291,129786.9835,216453.7277,59889.3346,244137.1305,202966.5733,134220.8315,111697.4898,114056.7423,112206.8257,115225.1701,125641.7388,122823.9799
504.1688_0.46,175826.7776,181537.1546,199223.5357,174429.5824,144537.9955,460783.5736,304610.652,330662.4586,300631.7176,344041.2631,290279.7697,183269.0912,195739.2826,156989.2112,238911.6061,132332.9805,88664.19578,60795.98218,144538.7192,346559.8102,185636.6811,189198.9241,181622.6903,182476.9334,194643.8542,124527.4936,177071.0803,152121.2219,193033.3994,185697.4092,245333.2559,243456.8181,229584.9491,229617.4648,228462.4003,217399.7486
318.121_2.97,,,,,,328074.2855,256472.352,105033.3571,387886.9539,475444.7651,455787.3797,273267.5146,261562.568,219603.1567,284191.6815,,,,,,,,178266.0566,227102.329,144021.0378,277833.3537,302012.058,327653.844,372345.1887,289444.6076,189626.161,208538.2643,183042.7581,180103.4073,182200.4083,169279.1202
469.135_0.85,42222.08231,140256.0513,89471.84915,93656.89173,50908.11518,123384.401,92807.2677,52453.04964,109394.9177,100477.2866,211373.2244,124920.5135,215725.1873,121728.643,167982.0863,154654.6751,198507.981,63356.37197,472732.3906,108046.0189,82403.95437,95923.61592,88700.38016,50094.0706,116861.0555,126795.2251,34829.59691,141710.7536,51310.25582,177184.8293,125625.4467,125148.8799,129860.346,129310.8408,133448.3181,129754.8736
423.0943_0.92,180671.196,442014.1146,204066.0733,238367.835,226756.9344,332060.7611,426448.0043,233717.9674,361904.4586,485206.9557,316489.2145,240394.0566,259537.2144,199785.9148,295956.9418,292031.8582,268113.7283,274793.4114,221779.5299,296792.6002,221953.5673,267128.2016,216691.7637,236075.9752,231996.4242,183000.9985,229528.2152,197886.725,305211.0394,194745.2213,278811.444,268515.0813,263499.8053,260779.6475,267230.226,282621.2906
178.0552_3.94,,,,,,250263.2808,228721.6424,148378.4656,406734.519,186446.4867,219503.6632,263318.2086,93002.24726,218242.3712,271535.93,,,,,,,,365252.0585,317855.0889,223547.2863,146858.3443,236203.1158,178748.266,521903.1458,193982.9776,140803.0401,139394.023,139947.601,145967.951,150826.4738,160311.7716
310.1158_1.76,345856.7828,458655.528,327702.4079,230122.5602,250139.2548,329652.4831,412822.0719,376587.3153,,468197.1636,92211.0879,161352.6003,135299.6118,132306.1337,181939.2105,420093.9064,338899.3323,462366.3673,235959.2574,465487.5964,397604.3393,283334.2611,124015.4937,253323.7186,110164.3945,106736.746,194631.9773,,253223.9306,210005.8793,263402.4271,283519.1592,263591.4158,279574.4876,300051.3261,292529.7547
140.0585_0.48,453928.9651,480563.1127,346964.1778,358675.5359,248479.4543,339512.0849,211634.192,219021.583,145480.6153,148831.0457,163609.2564,306314.6877,266431.2193,163731.0336,239051.667,471046.8613,448472.7617,440834.1286,510967.8565,526280.7517,294765.3084,286843.9168,425494.7656,345996.7258,395978.0976,223335.5077,210045.65,238370.2178,225442.2381,162124.5154,192273.5334,189692.2766,226295.6713,219180.4776,211114.4243,341460.5644
109.0277_1.35,256542.429,333200.5987,268924.1333,315351.5833,327461.2588,462523.0969,425250.2659,329477.4042,524200.4986,553684.8004,519131.037,301528.4973,222451.2529,254515.2267,370674.5309,256704.8636,,,291213.5165,508871.1394,234752.2927,,,,,,185295.8525,,302156.3806,,284210.5001,296860.4624,314368.3678,333329.7811,350916.5042,340492.184
287.0573_1.25,105345.2923,292609.6727,143845.5872,113180.9532,141863.724,279510.5615,332875.2748,40335.79462,227193.1721,417873.941,476029.5887,346343.917,346335.3694,338697.5595,394988.2993,124641.7507,144708.0964,119448.3284,31654.64954,78468.27396,249880.6632,268063.4371,259787.5538,211500.7676,227907.4579,122827.5324,108119.4236,178900.0524,274498.2713,268219.5578,228090.4967,234429.6832,222883.4107,221135.1767,219448.0562,229580.2115
69.0582_0.43,436042.8627,532426.159,430432.6291,379290.67,314239.9987,406616.9851,474649.0215,433438.5432,497622.3608,494536.3366,190618.4244,241438.955,159104.3897,303838.6738,208833.0262,454395.6293,474510.2815,445374.3684,345926.6848,453008.1946,372295.578,377697.1004,271706.9101,281983.1929,229754.0571,243795.8535,358347.9764,305951.0328,317374.1361,234529.0998,350449.2813,356123.6511,362354.751,352186.6372,362272.9447,369825.7459
1775.9538_4.23,53350.06885,129265.5245,50617.08789,91165.22731,70281.21174,396898.5925,454935.9751,319212.5598,315489.939,412695.6517,527687.7603,310809.6084,295488.3896,175962.886,358866.6793,111103.5289,120943.4399,95277.83139,34053.09998,105026.4584,255607.6424,350440.6512,274738.0099,350292.5098,312823.3734,225158.1996,305273.3949,331344.0799,469908.2098,278152.4471,250047.2728,252753.3346,240058.3952,241915.4939,237379.7704,245383.0596
55.0428_0.62,362841.8513,503113.0993,401921.7385,369658.581,227234.6446,432007.0464,493703.0995,436791.4203,475827.932,531295.0874,289758.8085,202979.5581,175572.8667,316940.678,260723.7324,460356.7584,354975.9906,415609.4562,259876.7387,472517.2908,406004.0753,371992.3655,251573.105,279319.6786,193123.5938,220271.1831,470552.8262,319252.0647,401645.1036,399692.5139,341267.6592,316860.2173,350675.0084,364277.6264,378198.2552,403448.151
80.0103_0.54,124278.294,269301.892,321766.3835,349043.98,537258.105,260087.7423,387411.7295,127514.5925,307375.5934,360431.1847,390942.8092,87402.46301,155257.0326,34860.35699,296909.4863,119010.2012,74648.51285,42654.20468,124796.7372,138740.1239,375761.2922,176082.2101,249783.9436,225924.1083,470817.0503,531212.3421,491254.3414,391457.1274,400649.7595,333681.5778,309538.7164,306211.6499,291325.9165,282170.8159,276265.6579,269223.7733
242.1759_0.38,90936.88523,108817.1711,104819.2628,128102.5706,137518.9969,233326.4833,254288.2291,181959.6376,259861.6801,273001.2045,417104.5061,304896.274,211506.5385,164067.4028,281957.5164,205129.8872,221938.2493,124247.8492,185693.2779,484319.4253,232026.2203,295817.2008,192754.232,189442.1433,195969.7003,198178.7057,225210.7,277534.6864,456182.1616,385989.9652,254242.0121,257758.7637,233659.1352,228139.4489,230020.3539,249112.8223
191.0614_2.16,157239.0276,267566.4793,165914.5786,179843.4337,171276.3171,333837.9354,449327.9532,340174.8967,366119.7061,432079.9032,231874.6676,216441.6805,157573.062,122244.3923,220036.0167,209689.6405,204017.8074,168166.1616,221929.5897,470990.759,230518.9272,267140.5286,158653.5526,191896.4326,158319.7112,125190.9901,182425.1393,175654.7321,233688.9143,165645.3672,239631.8574,240200.1234,235887.6873,239430.5997,240913.3091,242931.7227
275.1374_1.22,123259.7732,194474.8044,86426.9333,126721.222,116745.5084,190665.776,188385.8296,153872.9599,196818.0555,175467.4696,219650.7758,173676.4342,154967.0813,115501.2486,196601.1391,286631.7462,214193.8866,211013.9206,169007.4215,473273.5216,194531.9843,132644.6473,108299.3756,94578.66924,102171.1798,128459.7125,165928.9395,218560.3525,176496.359,256630.7053,165649.0848,166630.0933,179329.872,179455.1793,191305.2867,183222.3394
173.9941_0.77,120390.8727,206756.5941,141443.6649,178324.7966,142203.9326,399256.7814,427843.4264,306732.5564,452480.1783,519367.6331,337375.6841,223777.5777,129164.2281,153014.2149,247424.9571,159710.3527,127908.7492,110951.3437,158322.6633,423678.567,190459.9163,134801.7957,86943.27977,86990.14409,93031.47391,72483.51978,76470.64715,102580.6658,180866.7361,101041.9348,187646.4941,183276.3011,202143.184,213950.2356,221172.8554,209367.9535
